"Variation SKU","Variation Label","Variation Record Key","Parent SKU","Parent Name","Linked Sites","Site Brand Mapping","Feed Title","Feed Description","Price Amount","Currency","Feed Price","Availability","Condition","Item Group ID","Color","Texture / Pattern","Material","Length","Width","Height","Depth","Projection","Diameter","Sides","Selected Attributes","Image Link","Product Link","Google Product Category","GTIN","MPN","Identifier Exists","Airtable Import Status","Marketplace Export Status","PIM Issues","Regular Price Original","Tiered Pricing","Stock","Is Active","Published"
"FWB-MOD004-0068","FWB-MOD004-0068","FWB-MOD004-0068","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 16' (192""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1917.00","USD","1917.00 USD","","new","FWB-MOD004","","","","16' (192"")","10""","10""","","","","4-sided","Width: 10"", Height: 10"", Length: 16' (192""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1917.00","","","1","0"
"FWB-MOD004-0069","FWB-MOD004-0069","FWB-MOD004-0069","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 20' (240""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1797.00","USD","1797.00 USD","","new","FWB-MOD004","","","","20' (240"")","10""","10""","","","","3-sided","Width: 10"", Height: 10"", Length: 20' (240""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1797.00","","","1","0"
"FWB-MOD004-0070","FWB-MOD004-0070","FWB-MOD004-0070","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 20' (240""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","2395.00","USD","2395.00 USD","","new","FWB-MOD004","","","","20' (240"")","10""","10""","","","","4-sided","Width: 10"", Height: 10"", Length: 20' (240""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$2395.00","","","1","0"
"FWB-MOD004-0071","FWB-MOD004-0071","FWB-MOD004-0071","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 8' (96""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","863.00","USD","863.00 USD","","new","FWB-MOD004","","","","8' (96"")","12""","12""","","","","3-sided","Width: 12"", Height: 12"", Length: 8' (96""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$863.00","","","1","0"
"FWB-MOD004-0072","FWB-MOD004-0072","FWB-MOD004-0072","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 8' (96""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1150.00","USD","1150.00 USD","","new","FWB-MOD004","","","","8' (96"")","12""","12""","","","","4-sided","Width: 12"", Height: 12"", Length: 8' (96""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1150.00","","","1","0"
"FWB-MOD004-0073","FWB-MOD004-0073","FWB-MOD004-0073","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 10' (120""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1079.00","USD","1079.00 USD","","new","FWB-MOD004","","","","10' (120"")","12""","12""","","","","3-sided","Width: 12"", Height: 12"", Length: 10' (120""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1079.00","","","1","0"
"FWB-MOD004-0074","FWB-MOD004-0074","FWB-MOD004-0074","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 10' (120""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1438.00","USD","1438.00 USD","","new","FWB-MOD004","","","","10' (120"")","12""","12""","","","","4-sided","Width: 12"", Height: 12"", Length: 10' (120""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1438.00","","","1","0"
"FWB-MOD004-0075","FWB-MOD004-0075","FWB-MOD004-0075","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 12' (144""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1294.00","USD","1294.00 USD","","new","FWB-MOD004","","","","12' (144"")","12""","12""","","","","3-sided","Width: 12"", Height: 12"", Length: 12' (144""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1294.00","","","1","0"
"FWB-MOD004-0076","FWB-MOD004-0076","FWB-MOD004-0076","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 12' (144""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1725.00","USD","1725.00 USD","","new","FWB-MOD004","","","","12' (144"")","12""","12""","","","","4-sided","Width: 12"", Height: 12"", Length: 12' (144""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1725.00","","","1","0"
"FWB-MOD004-0077","FWB-MOD004-0077","FWB-MOD004-0077","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 16' (192""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1725.00","USD","1725.00 USD","","new","FWB-MOD004","","","","16' (192"")","12""","12""","","","","3-sided","Width: 12"", Height: 12"", Length: 16' (192""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1725.00","","","1","0"
"FWB-MOD004-0078","FWB-MOD004-0078","FWB-MOD004-0078","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 16' (192""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","2299.00","USD","2299.00 USD","","new","FWB-MOD004","","","","16' (192"")","12""","12""","","","","4-sided","Width: 12"", Height: 12"", Length: 16' (192""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$2299.00","","","1","0"
"FWB-MOD004-0079","FWB-MOD004-0079","FWB-MOD004-0079","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 20' (240""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","2157.00","USD","2157.00 USD","","new","FWB-MOD004","","","","20' (240"")","12""","12""","","","","3-sided","Width: 12"", Height: 12"", Length: 20' (240""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$2157.00","","","1","0"
"FWB-MOD004-0080","FWB-MOD004-0080","FWB-MOD004-0080","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 12"", 12"", 20' (240""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","2874.00","USD","2874.00 USD","","new","FWB-MOD004","","","","20' (240"")","12""","12""","","","","4-sided","Width: 12"", Height: 12"", Length: 20' (240""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$2874.00","","","1","0"
"FWB-MOD004-0081","FWB-MOD004-0081","FWB-MOD004-0081","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — Any Custom Size, Any Custom Size, Any Custom Size, Any Custom Size","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","","USD","","","new","FWB-MOD004","","","","Any Custom Size","Any Custom Size","Any Custom Size","","","","Any Custom Size","Width: Any Custom Size, Height: Any Custom Size, Length: Any Custom Size, Sides: Any Custom Size","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Regular Price is empty or invalid | Stock is empty | Variation is not published","","","","1","0"
"FWB-MOD005-0001","FWB-MOD005-0001","FWB-MOD005-0001","FWB-MOD005","Faux Wood Beam MOD005","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD005 — 4"", 4"", 8' (96""), 3-sided","Our Weathered Texture Faux Wood Beams masterfully capture the passage of time, simulating the natural wear and weathering that wood experiences when exposed to the elements, creating a sense of history and warmth in any space they adorn.","288.00","USD","288.00 USD","","new","FWB-MOD005","","","","8' (96"")","4""","4""","","","","3-sided","Width: 4"", Height: 4"", Length: 8' (96""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/l3O-bK0a1_VMZDjoDm_S6w/NR3n56-R_qZXnJx0x5kJzsvQPZj_0JWaZKz5bsKsRUS5GJ1lz0mj9yrMNSnaV3dD5iYfLGUwMLG2qAoi_9xP2vb0rD1FVm-UT8Ns2AtUzwc9-e0XJyufQmY_tj_QncakUyy3n-vS5kCneq0_7WEI3A/tqceD4rvzrY6R4MpmqE8rksRMW-qKh-bmkwgo4-USuU","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$288.00","","","1","0"
"FWB-MOD005-0002","FWB-MOD005-0002","FWB-MOD005-0002","FWB-MOD005","Faux Wood Beam MOD005","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD005 — 4"", 4"", 8' (96""), 4-sided","Our Weathered Texture Faux Wood Beams masterfully capture the passage of time, simulating the natural wear and weathering that wood experiences when exposed to the elements, creating a sense of history and warmth in any space they adorn.","384.00","USD","384.00 USD","","new","FWB-MOD005","","","","8' (96"")","4""","4""","","","","4-sided","Width: 4"", Height: 4"", Length: 8' (96""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/l3O-bK0a1_VMZDjoDm_S6w/NR3n56-R_qZXnJx0x5kJzsvQPZj_0JWaZKz5bsKsRUS5GJ1lz0mj9yrMNSnaV3dD5iYfLGUwMLG2qAoi_9xP2vb0rD1FVm-UT8Ns2AtUzwc9-e0XJyufQmY_tj_QncakUyy3n-vS5kCneq0_7WEI3A/tqceD4rvzrY6R4MpmqE8rksRMW-qKh-bmkwgo4-USuU","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$384.00","","","1","0"
"FWB-MOD005-0003","FWB-MOD005-0003","FWB-MOD005-0003","FWB-MOD005","Faux Wood Beam MOD005","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD005 — 4"", 4"", 10' (120""), 3-sided","Our Weathered Texture Faux Wood Beams masterfully capture the passage of time, simulating the natural wear and weathering that wood experiences when exposed to the elements, creating a sense of history and warmth in any space they adorn.","360.00","USD","360.00 USD","","new","FWB-MOD005","","","","10' (120"")","4""","4""","","","","3-sided","Width: 4"", Height: 4"", Length: 10' (120""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/l3O-bK0a1_VMZDjoDm_S6w/NR3n56-R_qZXnJx0x5kJzsvQPZj_0JWaZKz5bsKsRUS5GJ1lz0mj9yrMNSnaV3dD5iYfLGUwMLG2qAoi_9xP2vb0rD1FVm-UT8Ns2AtUzwc9-e0XJyufQmY_tj_QncakUyy3n-vS5kCneq0_7WEI3A/tqceD4rvzrY6R4MpmqE8rksRMW-qKh-bmkwgo4-USuU","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$360.00","","","1","0"
"FWB-MOD005-0004","FWB-MOD005-0004","FWB-MOD005-0004","FWB-MOD005","Faux Wood Beam MOD005","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD005 — 4"", 4"", 10' (120""), 4-sided","Our Weathered Texture Faux Wood Beams masterfully capture the passage of time, simulating the natural wear and weathering that wood experiences when exposed to the elements, creating a sense of history and warmth in any space they adorn.","480.00","USD","480.00 USD","","new","FWB-MOD005","","","","10' (120"")","4""","4""","","","","4-sided","Width: 4"", Height: 4"", Length: 10' (120""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/l3O-bK0a1_VMZDjoDm_S6w/NR3n56-R_qZXnJx0x5kJzsvQPZj_0JWaZKz5bsKsRUS5GJ1lz0mj9yrMNSnaV3dD5iYfLGUwMLG2qAoi_9xP2vb0rD1FVm-UT8Ns2AtUzwc9-e0XJyufQmY_tj_QncakUyy3n-vS5kCneq0_7WEI3A/tqceD4rvzrY6R4MpmqE8rksRMW-qKh-bmkwgo4-USuU","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$480.00","","","1","0"
"FWB-MOD005-0005","FWB-MOD005-0005","FWB-MOD005-0005","FWB-MOD005","Faux Wood Beam MOD005","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD005 — 4"", 4"", 12' (144""), 3-sided","Our Weathered Texture Faux Wood Beams masterfully capture the passage of time, simulating the natural wear and weathering that wood experiences when exposed to the elements, creating a sense of history and warmth in any space they adorn.","432.00","USD","432.00 USD","","new","FWB-MOD005","","","","12' (144"")","4""","4""","","","","3-sided","Width: 4"", Height: 4"", Length: 12' (144""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/l3O-bK0a1_VMZDjoDm_S6w/NR3n56-R_qZXnJx0x5kJzsvQPZj_0JWaZKz5bsKsRUS5GJ1lz0mj9yrMNSnaV3dD5iYfLGUwMLG2qAoi_9xP2vb0rD1FVm-UT8Ns2AtUzwc9-e0XJyufQmY_tj_QncakUyy3n-vS5kCneq0_7WEI3A/tqceD4rvzrY6R4MpmqE8rksRMW-qKh-bmkwgo4-USuU","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$432.00","","","1","0"
